name,time,tweet
HillaryHutton,Fri Sep 07 16:06:46 +0000 2018,This campaign is BRILLIANT! Read about it. Your card will ONLY be charged IF @SenatorCollins votes to confirm Kavanaugh. $20.20 is a small price to pay to right this potential wrong. #JustDoIt https://t.co/AhfvnTwitD
Occupy_FL_HOA,Fri Sep 07 16:06:20 +0000 2018,".When you feel compelled to #TakeAKnee - drown out theDog whistles @realDonaldTrump; #FOCUS making sure you’re on theRightSide of theTrack &amp; #JustDoIt @Nike &amp; @NFL

Let NOT theBlood, sweat &amp; tears of your ancestry B put2SHAME nor let it B a labor N vain for it is a labor of #LOVE"
Dlfarinha,Fri Sep 07 16:06:15 +0000 2018,@realDonaldTrump Obviously Nike is thinking. It is brilliant. Unlike yourself who is incable of a thought or understanding what taking a knee means. AMERICANS LOVE #NIKE #justdoit
FunnyMexicans,Fri Sep 07 16:06:13 +0000 2018,Yust do it!! #NikeAd #MexicanProblems #Latino #Nike #Kaepernick #JustDoIt #Immigration #BorderPatrol https://t.co/3sEtEkQiM6
HollyinAR,Fri Sep 07 16:05:59 +0000 2018,"@realDonaldTrump Russia really could care how you talk. That's why you were handed the election. In fact the less you tweet-speak the better.
BTW- have you watched the movie: #AllThePresidentsMen lately? #JustDoIt"
Dialogue_works,Fri Sep 07 16:05:49 +0000 2018,"@realDonaldTrump THEY ARE thinking about the GREATNESS in EVERY SINGLE ONE! Something that YOU are incapable of comprehending!
Too bad!
#JustDoIt 
👊💙🇺🇸💙👊🦋"
SamGonzales,Fri Sep 07 16:05:42 +0000 2018,Adopt a homeless pet. Even if it means sacrificing every shoe. #JustDoIt #AdoptDontShop https://t.co/pJ3bKceb2X
iMake_Em_Sayy,Fri Sep 07 16:05:40 +0000 2018,"Still got my white &amp; navy blue ones in the basement, okay! Lmfao #Nike #JustDoIt https://t.co/gkbl3qHKBm"
Tiwaina,Fri Sep 07 16:05:37 +0000 2018,This was from 5 years ago! But works so well today lol #nike #justdoit https://t.co/YbP7BtJfeR
ArabianJoker,Fri Sep 07 16:05:18 +0000 2018,😂😂😂😂 #JustDoIt #nba if you can't beat them. Join them. https://t.co/1raBZy8sTV
LYRICALCARAMEL,Fri Sep 07 16:05:16 +0000 2018,Locked to #99Jamz @99JAMZ wi dhat babi @djhercules15 #JustDoIt
baileyjuderec,Fri Sep 07 16:05:08 +0000 2018,"#Dream #Crazy is the #BrandNew #marketing #campaign from @Nike 

The #video brings the #message ""Don't ask if your dreams are crazy. Ask if they're crazy enough.""
#justDoIt #Sports #Nike #Brand #Ad #TV #Advert #Digital #Sport #Inspire #YouCanDoIt #DreamBig
https://t.co/Ast9dPiV9s"
bradpruitt,Fri Sep 07 16:04:56 +0000 2018,So I am watching golf and @Nike has some unemployed wannabe walking around talking. #JustDoIt #NeededAJob
TumiMmakgabo,Fri Sep 07 16:04:39 +0000 2018,"#JustDoIt

Wow guys 😭😭😭😭 https://t.co/pmb6qZAw4u"
babafemi_FX,Fri Sep 07 16:04:35 +0000 2018,"Next footie boots would be Nike
It's about time too...

That's what advertisement does to ya

#JustDoIt"
TheseAreMyRants,Fri Sep 07 16:04:32 +0000 2018,#JustDoIt #TakeAKnee — at Nike Clearance Store https://t.co/hjCtsQx3LK
TealeaVision,Fri Sep 07 16:04:31 +0000 2018,#Justdoit #Onejob streaming everywhere 😂 @ImalilTcup https://t.co/zklDkZBP4e
AmoyC1,Fri Sep 07 16:04:24 +0000 2018,✔ JUST DO IT #JustDoIt 😂😂 https://t.co/yk1kDdPcUw
TBL_DeadBolt,Fri Sep 07 16:04:22 +0000 2018,"Greatness requires sacrifice
#savage #sacrafice #justdoit✔️ https://t.co/U3gYg06P4h"
JustSayingTrump,Fri Sep 07 16:04:09 +0000 2018,"#IStandWithICE @ICEgov #JustDoIt #BringItOn #MAGA
#AmericaFirst #IllegalAliens are CRIMINALS 
#BuildThatWallNow #BuildTheWall #SecureOurBorders #BorderPatrol #WaitYourTurn Vote RED! #KAG https://t.co/dBqxTEl0Gz"
RedDotCulture,Fri Sep 07 16:04:08 +0000 2018,"Hey @FastCompany check this one out!  

We had to (just) do it. #picasso #nike #homage #branding #artistquotes #justdoit #artiseverywhere #relaxitsjustart #jointheculture #reddotculture https://t.co/7JdToiOqUc"
Pist6l,Fri Sep 07 16:04:03 +0000 2018,@realDonaldTrump IMPEACH!! #JustDoIt
hollylynn1971,Fri Sep 07 16:03:51 +0000 2018,"Nike should have put @realDonaldTrump on the ad. Then I would not be boycotting Nike.#BoycottNike
#JustDoIt
https://t.co/YrAaaOzvXd"
B_lieveChildren,Fri Sep 07 16:03:48 +0000 2018,"@WorlMedia They won't be missed
😂😂😂

#JustDoIt"
Todsaponn,Fri Sep 07 16:03:26 +0000 2018,"Never stop moving. 

Don’t ask if your dreams are crazy. Ask if they’re crazy enough.

""Believe in something. Even if it means sacrificing everything.""

 #justdoit #dreamer #nike #nrc… https://t.co/Og1tMQtG7k"
JBobier,Fri Sep 07 16:03:07 +0000 2018,Seems to be the thing to be posting Black and White portraits. Gotta stand for something. You can’t drink all day if you don’t start in the morning. #justdoit https://t.co/KxKdno16Zk
baddest83,Fri Sep 07 16:02:58 +0000 2018,I’m sure @ImChelseaGreen will have her spot in a @WWE ring soon after listening to #EandCPodCastofAwesomeness I’m even more inspired by her will to #JustDoIt this woman is amazing 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽❤️❤️❤️❤️❤️❤️Day1 fan riding with @ImChelseaGreen all the way
CoconutJen,Fri Sep 07 16:02:53 +0000 2018,"@Nike #justdoit #Nike #Dallas if you are going to climb, climb as high as you can! Peace all! https://t.co/zdjuiDxWDy"
factNnonfiction,Fri Sep 07 16:02:53 +0000 2018,"Ppl really think @nike cares if you stop buying? Trust and believe more ppl will buy nike, I know I bought two Nike products just this week. And I will buy more next week. #justdoit #fortheidoits"
wkschanz,Fri Sep 07 16:02:52 +0000 2018,"NFL legend Peyton Manning tells Joe Rogan ""Beer Pot and Pizza""  #justdoit  NFL fist beating women. https://t.co/BU3ySfIyMq"
YVee1223,Fri Sep 07 16:02:41 +0000 2018,"Don't ask if your dreams are crazy
Ask
If they are crazy enough!

#IsupportKap
#JustDoIt https://t.co/EH5q9TV9YF"
Orlandoireta,Fri Sep 07 16:02:34 +0000 2018,"Calling a dream: “Crazy”. It’s not an insult, it’s a compliment. #JustDoIt"
scotticephoto,Fri Sep 07 16:02:31 +0000 2018,"... bring attention to their plight.
This is why I fully support Nike, and will be buying even more of their products. I get it, and so do millions of young people. I stand with them on the right side of history. 3/3  #ReasonOverIdeology #justdoit #Nike"
thac0_salad,Fri Sep 07 16:02:13 +0000 2018,"@realDonaldTrump That they were going to be on the right side of history. 

Loving my new Nikes, btw.

#justdoit"
Oyama_Dyosiba,Fri Sep 07 16:01:37 +0000 2018,The opposite of racism that you continue to demonstrate everyday. Thank you @Nike #JustDoIt https://t.co/nybIZ4N7Yb
AirikaJoy,Fri Sep 07 16:01:35 +0000 2018,Kneel for what you believe in. #justdoit #believeinsomethingevenifitmeanssacrificingeverything #Nike #signofrespect #blacklivesmatter #yourprivilegeisshowing #checkyourprivilege #hike… https://t.co/GnNwjUHJgo
mouldie_sep,Fri Sep 07 16:01:32 +0000 2018,"You've sacrificed enough 😭
#JustDoIt https://t.co/x3dzbTrJRA"
theudup,Fri Sep 07 16:01:32 +0000 2018,"What topics will be coming up on episode 86 you ask? @Kaepernick7 &amp; the #Nike #JustDoIt campaign, his collusion case, @52Mack_ being traded, @LeVeonBell holding out, &amp; our (VERY) early #SBLIII predictions! All coming in less than 24 hours! #PodernFamily @Podcast_Genie @PodcastHQ"
Mr_SaintMartin,Fri Sep 07 16:01:30 +0000 2018,"#Dream #Crazy is the #BrandNew #marketing #campaign from @Nike.

The #video brings the #message ""Don't ask if your dreams are crazy. Ask if they're crazy enough.""
#justDoIt #Sports #Nike #Brand #Ad #TV #Advert #Digital #Sport #Inspire #YouCanDoIt #DreamBig
https://t.co/SnkZNjDrU1"
TravelWithTonyT,Fri Sep 07 16:01:21 +0000 2018,“Effort is grossly underrated.” @garyvee #effort #work #justdoit
TitoHerrera,Fri Sep 07 16:01:08 +0000 2018,Hey @Nike : How about you spend less millions in advertising and paying extra millions to athletes that are already millionaires to “support their cause” and u start paying better and give better conditions to your factory workers in Asia. #JustDoIt #yoAquiPendandoEnVozAlta
WellsAG1,Fri Sep 07 16:01:02 +0000 2018,"When you order a veggie bowl and the food preparer asks...""what kinda meat you want on it"" #Nevermind#IWalkedOut #JustDoIt https://t.co/VjGuvIDY3a"
gallerysymf,Fri Sep 07 16:00:52 +0000 2018,Tae has been slayyyyying Queen NICKI's hair!! @NICKIMINAJ #JUSTDOIT
tiggzmusic,Fri Sep 07 16:00:41 +0000 2018,Just do it! ✔️ #Tiggz the album@streaming everywhere go get that! #nike #kap #Tiggz #Tiggzthealbum #everywhere #justdoit https://t.co/g1LIutZPe5
iLuvUrBlack,Fri Sep 07 16:00:24 +0000 2018,People keep talking about going to get #Nike stuff or having to find their pair of kicks. Like bro that’s all we been wearing since birth it’s 95% of my wardrobe already 🤷🏽‍♀️🤷🏾‍♂️ lol so I’ll say welcome to the family! #JustDoIt @Nike https://t.co/tZzXRfvOKK
Pete_Da_Pirate,Fri Sep 07 16:00:16 +0000 2018,"#BREAKING

Walter Reed Army Hospital
Changes It's Name To

TITS - R - US

#MakingWomenLookLikeStormy
Since 2018

#MedicareForAll
#Trump
#TheResistance
#Veterans
#JustDoIt

https://t.co/49hezDKSnP"
DJREDTHEMC,Fri Sep 07 16:00:10 +0000 2018,What color friends you think I’m with 🤣😂😂🤣🤣😂 #JustDoit #WearingMyNikes #ShootEmUp @ Elm Fork Shooting Sports https://t.co/fsOJNyCOt1
notoriousghostd,Fri Sep 07 16:00:07 +0000 2018,@marcelluswiley I don't text them privately I post them. What.  #JustDoIt
rricioli,Fri Sep 07 15:59:46 +0000 2018,"Friday Morning Running....sun, music, road and freedom. #justdoit #fitbit #beats #running https://t.co/cRpxDoHdCT https://t.co/yCsPw9wCl9"
AlanDBanks,Fri Sep 07 15:59:35 +0000 2018,"there is #collusion
no problems, only #solutions
#justdoit 
rest in #peace old man! @ Woodstock's Pizza SDSU https://t.co/AazE0tVG5V"
Dr_Alams,Fri Sep 07 15:59:06 +0000 2018,"President, Sweet Men Association. 😎

@falzthebahdguy we still dey look your application. 😋

@dr_alams  @kelvinalaneme

#sweetmen #writer #songwriter #musicianlife #recordlabel #recordingartist #afrobeats #justdoit #alaafrica #alaafricamusic #liveforever #album #nobadsongsever https://t.co/zy6lGt7nfZ"
DrBHotchkins,Fri Sep 07 15:59:05 +0000 2018,"@Nike supports Muslim athletes.
@Nike supports Black athletes.
@Nike supports physically challenged athletes.
@Nike supports LGBTQIA athletes.
I support @Nike  
#JustDoIt https://t.co/6EVg8gmSYI"
DavidBrackett20,Fri Sep 07 15:58:43 +0000 2018,"Nailed it! well done @Nike   
#JustDoIt 
https://t.co/n2WB9i343n"
Sheilal_l_smith,Fri Sep 07 15:58:40 +0000 2018,"@SenKamalaHarris @CoryBooker @SenFeinstein 
For America and Americans, #JustDoIt https://t.co/f6aqU8bKQl"
_SugaRay_,Fri Sep 07 15:58:38 +0000 2018,"Actually, I’d rather you just not tell me and #justdoit"
tloordden,Fri Sep 07 15:58:08 +0000 2018,"@RobMacD22607147 @realDonaldTrump Um, you have this all wrong.  NO Patriotic person is for @realDonaldTrump. @TheDemocrats understand that speaking against injustice is patriotic.  I love our flag and our National Anthem, that is why I kneel.  We have to make sure that what they stand for is upheld.  #JustDoIt"
RGriscti,Fri Sep 07 15:57:59 +0000 2018,@MJain_TD @jmcollins1515 ...and here’s the “behind the scenes” view of the above.  @MJain_TD giving new meaning to #justdoit https://t.co/cSR7j9HI2K
PJREver61,Fri Sep 07 15:57:50 +0000 2018,"#justdoit post showing who's the real #hero 
Love the #american #military 
Pray for those who play hero. https://t.co/5NC9jXBbZA"
kraty,Fri Sep 07 15:57:43 +0000 2018,"PUT YOUR NIKES ON, KIDS! WE'VE GOT DOORS TO KNOCK! #TeamAbrams #JustDoIt #allthedamndoors https://t.co/qzpHYBGRkh"
Nosihlee_Ntuli,Fri Sep 07 15:57:09 +0000 2018,@DJFreshSA We need #JustDoIt
aaronkrubio,Fri Sep 07 15:56:52 +0000 2018,"@Kaepernick7 speaking at @Nike World Headquarters yesterday. My wife was front row. 😎

#JustDoIt #Nike #BelieveInSomething https://t.co/xGhqK7ujnd"
Mandy_KG,Fri Sep 07 15:56:35 +0000 2018,It’s only crazy until you do it.  🙏🏼#JustDoIt https://t.co/9LbDEqS7Eb
RoyalExpression,Fri Sep 07 15:56:28 +0000 2018,"Just Dance.
.
.
.
.
.
.
.
#justdoit #justdance #dancelife #dancepiration #inspiration #danceanyway #dance #balletlife #ballet #bunhead #jazzdance #tapdance #hiphopdance #danceimprov #dancemood #choreo #choreography #nolimits #nofear #fearless #dancemore #dancenow https://t.co/NYfcqzH9KR"
PebblesBAnn24,Fri Sep 07 15:56:26 +0000 2018,Same shit u was thinking when u tried to make America great again #justdoit 🙄impeach this nigga already https://t.co/MlMLrydbrM
KaydenCrooks,Fri Sep 07 15:56:03 +0000 2018,"September 19th, “Interest Free”.

#NewMusic #FridayMotivation #JustDoIt #Album #Westcoast #NYC #Vancouver https://t.co/D4cIM3PDdj"
TacomaCharras,Fri Sep 07 15:55:58 +0000 2018,"@RealJamesWoods Boycott @SUBWAY !!!

#JustDoIt ✔"
DamiRawrz,Fri Sep 07 15:55:52 +0000 2018,"“Omg woo me. I just loved being wooed.” — Me

 #FridayFeeling #bigfacts #JustDoIt #UAPB21 #RETWEEET #share #ListenBetter #quote #PureGoals #TeamFollowback #WaitOnIt #uapb21 #naturalwoman #afro https://t.co/lxtMB6MWbY"
jobbajordan,Fri Sep 07 15:55:51 +0000 2018,"Have PASSION in what U love...
#JustDoIt
#BrandJobba 
#BasketballNeverDies
#ItsJustDifferent @ Chicago, Illinois https://t.co/FaCGuRVIup"
ReddersLeeds,Fri Sep 07 15:55:36 +0000 2018,Deep #justdoit #shouldbeinjail https://t.co/DBWArHxjGK
realjetlee_,Fri Sep 07 15:55:31 +0000 2018,"Doing something I love, for the people that I love, in clothes that I love 🙃✊🙏 🛑 #MediaLee #WDBR #CRG #SHSTrack #NikeHeadToToe #JustDoIt #DoItForKaep https://t.co/CnxRg84c2K"
BettyJo_Aunt,Fri Sep 07 15:55:27 +0000 2018,@realDonaldTrump Mr. PRESIDENT.. they do not hire POLICE department people without giving them a lie detector test.. #JustDoIt please .. we the people need you safe.. #Amen #MAGA
EmbraceDaBs,Fri Sep 07 15:55:17 +0000 2018,"We should be calling all others who benefit from our dollars and ask them to make clear where they stand. #justdoit

This is what we say... Our economic buying power should impact a company's decisions. So why the complaints. https://t.co/cxlpA2kMwt"
kellybr83939782,Fri Sep 07 15:55:11 +0000 2018,Police brutality that Nike is aware of but @realDonaldTrump is not or doesn’t care.                     #JustDoIt                                 #ImpeachTrump https://t.co/ovs0OQ8tnP
ellescott1,Fri Sep 07 15:54:44 +0000 2018,"@realDonaldTrump A lot more than YOUR thinking, I can assure you of that! #JustDoIt"
exurbanmermaid,Fri Sep 07 15:54:27 +0000 2018,@ASlavitt Thanks. This made me teary. #JustDoIt
comictonypowell,Fri Sep 07 15:54:27 +0000 2018,Thats why we #TakeTheKnee #JustDoIt https://t.co/otXW30Qway
MJain_TD,Fri Sep 07 15:54:26 +0000 2018,Taking on @jmcollins1515’s Nike challenge #justdoit https://t.co/cgd4g1b4Jh
Wiliame1,Fri Sep 07 15:54:07 +0000 2018,"The internet is undefeated..... #nike #justdoit✔️ #jokes #sketchers #lol #lmfao #rkelly @ Staten Island, New York https://t.co/tBt5YhCVrJ"
aimee_mckinney,Fri Sep 07 15:53:59 +0000 2018,@Kaepernick7 Proud of ya! Keep being the face of change. #Nike #Justdoit #Justice
BrandonDeonta,Fri Sep 07 15:53:54 +0000 2018,Creakhead powers at its finest @Nike #JustDoIt https://t.co/kIVlvEo0g7
CarlosDaDon,Fri Sep 07 15:53:35 +0000 2018,"A month ago I weighed in at 220, well you know am not with that fat boy bullshit😂😂😂 today am 209 by Oct I should be back to 185 -190 range. All I do is push-ups and a five minute ab work out and I only wear #Nike #justdoit #fitness"
capo_luchiano,Fri Sep 07 15:53:21 +0000 2018,"For Those Protesting Nike, Talking About How Can A Major Corporation Side With Kaepernick... Ya'll Do Know That Nike Makes USGI Combat Boots For ""Our"" Military Troops Right?! #JustDoIt #Nike #BoycottNike #FakePatriotism #BurnNike #Swoosh #Kaepernick #Sacrifice #Military"
tloordden,Fri Sep 07 15:53:17 +0000 2018,"yes, please.  Today would be a good day for an impeachment.  #JustDoIt https://t.co/GQ3ukbyiI7"
timgoral,Fri Sep 07 15:53:15 +0000 2018,@realDonaldTrump #ResignTrump. Go ahead #JustDoIt. See what I did there Donnie?
LightningMarita,Fri Sep 07 15:53:13 +0000 2018,NIKE airs Kaepernick ad during NFL opener https://t.co/hqyz7IiYsF Didn't catch the ad? See it here! #wrko #NFL #Kaepernick #JustDoIt #Nike
Natureboi_citi,Fri Sep 07 15:53:06 +0000 2018,#JustDoIt Follow the 🐇 on social media @viezoe_lifestyle #creator #artist #designers #designer #upscale #art #wearableart https://t.co/kxWxrNmSzi
SamusAran2020,Fri Sep 07 15:53:01 +0000 2018,"@clintonhill889 @BlackfootJon2 @jillosophy @FredMer39027021 @jimbo_always @TeedIsMe @LibturdSmasher @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @aseeger3 @MakeNEGrrAgain @SandySega @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 @MistaBRONCO For those ignorant enough to praise #ColinKaepernick for his rather dumb #TakeAKnee stance... There are better ways to protest than to disrespect your country.

#Nike #NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick #MAGA #KAG #KAG2018 #KAG2020 #MAGA2018 #MAGA2020"
KIKI_SRQUS,Fri Sep 07 15:52:43 +0000 2018,#BotBlocking is therapeutic. #JustDoIt https://t.co/xqcfSVKWdw
adsani_96,Fri Sep 07 15:52:26 +0000 2018,BOOM 💥💯! #kamikaze #JustDoIt https://t.co/NHPCqkBIVl
MochachosMOTS,Fri Sep 07 15:52:21 +0000 2018,"WEEKEND MOTIVATION

Don't ask if your dreams are crazy. Ask if they are crazy enough.  #justdoit

Check the full video out on YouTube. .. great motivation by @nike

SOUND… https://t.co/iJCCXATLq1"
frankski3,Fri Sep 07 15:52:21 +0000 2018,"Believe in something 
Even if it means sacrificing every motherfucker in the jungle
#Nike #JustDoIt #Predator https://t.co/vNzyxTKsi1"
MMolter904,Fri Sep 07 15:52:16 +0000 2018,"If we are rude to them, it only hurts our case. 
@BCBOrlando @CurtisDvorak @Jaguars @BoldCityBrigade @TDickman89 @TonyBoselli @JagsVoice @md_1010xl #Jaguars #Giants #JaguarsToday #JaguarsvsGiants #NFL #NFLKickoff #JustDoIt

Let's make this happen!!!!!!"
